,VNQ,GLD,RSP,TLT,SVXY,TIP,EEM,SRLN,IWM,VMBS,RPG,VTI,CWB,HYG,VUG,GLTR,LQD,UGAZ,AMLP,REM,EMB
12/30/05,34.7088,51.58,34.5457,60.2602,8.135322178,72.752,23.1058,29.48490409,56.1529,32.69996233,31.27113349,48.2759,23.45867863,44.28347272,45.752,31.595834,63.67693,1.77441E+12,4.665879817,46.61979721,53.58647949
1/3/06,35.4341,53.12,35.1466,60.1801,8.348937854,72.9096,23.9954,29.48406731,57.2837,32.76864502,31.71081754,48.9981,23.45829088,44.35868563,46.4259,32.4763248,64.03072,1.49023E+12,4.760093646,48.12040014,53.67983209
1/4/06,35.706,53.3,35.3512,60.3269,8.423456426,72.9167,24.2191,29.48323055,57.5983,32.8222178,31.86131044,49.3592,23.45790314,44.42212929,46.7887,32.63192212,64.03072,1.30964E+12,4.794013991,48.61366497,53.96456469
1/5/06,35.9901,52.34,35.3512,60.2535,8.465199166,72.7018,24.3458,29.48239382,57.9129,32.84661332,31.85111204,49.3275,23.45751541,44.48599187,46.7973,32.25059428,64.08469,1.04061E+12,4.79930065,49.06592632,53.9084715
1/6/06,36.3407,53.72,35.7033,60.1401,8.615447762,72.6659,24.8688,29.52063274,58.6102,32.85355468,32.18943286,49.8196,23.45712768,44.53485491,47.2725,32.45588209,63.98275,1.08425E+12,4.822280499,48.97535166,54.028401
1/9/06,36.661,54.6,35.95,60.1801,8.776794433,72.7519,25.1195,29.51979497,59.0013,32.87951301,32.42940564,50.0061,23.45673995,44.60369989,47.5058,33.00649142,63.99474,9.92328E+11,4.861706993,49.25319554,54.02639746
1/10/06,36.8907,54.06,35.9585,59.6865,8.921641685,72.5871,24.8095,29.51895722,59.537,32.79657954,32.38772522,50.0775,23.45635224,44.5968928,47.4971,33.09890488,63.82084,9.85285E+11,4.872849679,49.50105185,53.86556761
1/11/06,36.9511,54.53,36.0365,59.5865,9.035524563,72.4725,25.1087,29.5181195,59.435,32.77434434,32.47197287,50.2203,23.45596453,44.59479201,47.6354,32.89207572,63.71291,9.52741E+11,4.87223955,50.20912524,53.91375777
1/12/06,36.8423,54.43,35.8172,59.9934,8.933309666,72.7591,24.7502,29.51728179,59.2224,32.8542272,32.33762004,49.9307,23.45557682,44.57098775,47.3675,32.99586591,63.91679,8.65468E+11,4.845550026,49.83948286,53.86752448
1/13/06,36.3709,55.44,35.8509,60.3469,8.957013571,72.9597,24.7771,29.56696165,59.2479,32.93072307,32.35979048,49.9858,24.09003804,44.60028328,47.3762,33.23889834,64.10868,8.2093E+11,4.875413092,49.67669332,54.02411316
1/17/06,36.2198,55.26,35.6738,60.6204,8.853026655,73.1317,24.3323,29.56612259,58.9673,32.95042875,32.26729543,49.8077,24.08964028,44.57823569,47.1948,33.48502958,64.10868,9.29788E+11,4.895456668,49.25074772,54.05625642
1/18/06,36.2137,54.07,35.6401,60.6004,8.732011381,73.0959,24.3189,29.56528355,58.8653,32.94747058,32.16078866,49.6529,24.08924251,44.56598658,46.9788,32.97021192,64.09069,7.95447E+11,4.901577758,49.22443212,54.14019071
1/19/06,36.6852,55.59,35.9268,60.4203,8.83674729,73.0385,25.1276,29.56444454,59.7921,32.91221017,32.39712549,49.9267,24.08884476,44.59401622,47.2639,33.35609672,64.07869,8.50228E+11,4.940922795,49.67179745,54.29355927
1/20/06,36.3165,55.2,35.3512,60.5804,8.561909997,73.1747,24.3593,29.59744605,59.1033,32.95926837,31.89775864,49.0378,24.08844701,44.61614533,46.3136,34.01114087,64.13266,9.50998E+11,4.931362176,49.11060189,54.38344531
1/23/06,36.4857,55.77,35.4461,60.5604,8.44788047,73.06,25.0871,29.59660615,59.2904,32.97688975,31.90237009,49.1846,24.08804926,44.53935512,46.3395,33.41299739,64.28258,7.44237E+11,4.945451259,49.19505664,54.39678985
1/24/06,36.7698,55.73,35.6675,60.2602,8.568142456,72.8809,25.4915,29.59576626,59.9621,32.94293205,32.10270213,49.3354,24.08765153,44.53799306,46.5036,33.5747441,64.13866,7.6637E+11,4.972804643,49.49860412,54.45688135
1/25/06,36.794,56.14,35.678,59.5931,8.712954412,72.4151,25.505,29.5949264,60.1152,32.83473227,31.92649152,49.2243,24.0872538,44.55236184,46.3049,34.27837141,63.77887,7.12508E+11,4.957190235,49.55001135,54.29698665
1/26/06,36.9209,55.88,35.9374,59.333,8.921952332,72.3435,26.125,29.59408657,60.991,32.7762883,32.15218653,49.6489,24.08685607,44.53386453,46.6937,34.13885612,63.68292,6.59005E+11,4.94595782,49.53165162,54.24479594
1/27/06,37.35,55.63,36.1546,59.333,9.088795584,72.537,26.4323,29.63753185,61.2971,32.80980035,32.50806634,50.0497,24.08645835,44.53826097,47.0133,34.55364927,63.77887,6.79152E+11,4.946502799,50.0536798,54.369047
1/30/06,37.3198,56.68,36.1757,59.273,9.210831542,72.5226,26.3056,29.63669083,61.1185,32.79746474,32.49964157,50.1013,24.08606064,44.58935529,47.0738,34.69462883,63.53901,8.90349E+11,4.934154629,49.92026582,54.27538255
1/31/06,37.4226,56.7,35.9543,59.4397,9.150974035,72.7734,26.4835,29.63584983,60.9399,32.80466642,32.37389087,49.8513,24.22485994,44.59985967,46.7628,35.18339819,63.39509,8.69523E+11,4.953859577,49.88966628,54.21952845
2/1/06,37.6039,56.7,36.1166,59.2326,9.183558076,72.5513,26.47,29.63500886,61.5777,32.74101327,32.30649275,50.0457,24.22446003,44.60137548,46.9356,35.02834677,63.41254,7.03421E+11,4.934330981,49.93066966,54.25051719
2/2/06,37.3319,56.98,35.7982,59.3464,9.085209302,72.5585,25.7719,29.63416791,60.6424,32.74769407,32.06864834,49.5934,24.22406013,44.62736234,46.5986,35.25729313,63.35836,6.12413E+11,4.930391899,49.53715961,54.30854208
2/3/06,36.9934,56.5,35.5262,59.7748,9.108199856,72.9167,25.4106,29.67586462,60.4553,32.77078597,31.87824865,49.3473,24.22366023,44.61936309,46.3136,35.2590415,63.4607,6.70922E+11,4.936532414,48.89701721,54.41811821
2/6/06,37.1385,56.72,35.7244,59.8953,9.101088194,72.9669,26.0306,29.67502254,60.9995,32.78007159,31.87549952,49.4664,24.22326034,44.62674137,46.2272,35.12726911,63.56905,5.26458E+11,4.964213324,48.63018916,54.56045518
2/7/06,36.8363,54.6,35.4187,59.6074,9.026830476,72.6229,25.3298,29.67418048,60.0046,32.77997942,31.55110173,48.9783,24.22286046,44.58521509,45.7866,34.64052627,63.40652,4.99361E+11,4.934764545,48.52125476,54.43357448
2/8/06,36.6671,54.83,35.638,59.4669,9.244346418,72.4868,25.4106,29.67333844,60.3873,32.7590479,31.76642099,49.3354,24.22246058,44.59396287,46.3308,33.73101834,63.40652,4.75998E+11,4.909558513,48.44230791,54.4038421
2/9/06,36.8484,56.18,35.5873,59.7413,9.345190261,72.6516,25.478,29.67249642,60.0727,32.78318147,31.65441595,49.2402,24.22206071,44.58614037,46.158,34.47172667,63.50885,4.29409E+11,4.889370027,48.40497646,54.56633418
2/10/06,36.8846,54.79,35.6021,59.4066,9.375143232,72.3507,25.4376,29.72761724,59.9451,32.74036885,31.68563192,49.3426,24.22166084,44.59881952,46.1667,34.38553791,63.38846,4.0094E+11,4.86578705,48.26727847,54.82894071
2/13/06,36.939,53.72,35.4882,59.4133,9.212722871,72.3148,24.7933,29.72677372,59.5455,32.74757051,31.60395605,49.1172,24.22126099,44.59043553,46.0198,33.60443089,63.48477,3.87746E+11,4.872524308,48.09959292,54.81363692
2/14/06,37.1506,54.49,35.8172,59.1991,9.332128634,71.9852,25.4376,29.72593022,60.2427,32.70371627,31.82858688,49.5894,24.22086113,44.56948475,46.4777,33.15657351,63.41856,3.67673E+11,4.865869521,48.74646752,54.76946708
2/15/06,37.4891,53.76,36.0196,59.3464,9.289629969,72.0569,25.3028,29.72508674,60.7784,32.72915217,31.99477645,49.7799,24.04232022,44.61333485,46.6764,33.34205176,63.4607,3.60093E+11,4.955839584,49.0261474,54.78188527
2/16/06,37.749,54.52,36.279,59.3598,9.468588086,72.279,25.9767,29.72424329,61.3226,32.76214206,32.27882405,50.1731,24.0419232,44.626223,47.0565,33.01788943,63.55099,3.68862E+11,4.994265376,49.13630577,54.81858683
2/17/06,38.166,54.96,36.2474,59.8417,9.569702342,72.6803,25.9417,29.76095191,61.195,32.86728663,32.14154473,50.1132,24.0415262,44.69414989,46.8665,33.83921323,63.76167,3.78983E+11,5.002877216,49.25503201,55.00373655
2/21/06,38.1176,55.12,36.144,59.7413,9.660259017,72.5226,25.7072,29.76010746,60.9229,32.85130457,32.01038444,49.9704,24.0411292,44.72493733,46.6159,34.02672773,63.73157,4.60973E+11,5.015733872,49.02675941,54.95040304
2/22/06,38.5589,55.34,36.3802,60.1564,9.906835598,72.7304,25.85,29.75926304,61.3396,32.8975786,32.26906906,50.3672,24.04073221,44.77569554,46.9701,34.05076562,63.97235,3.77167E+11,5.011897804,49.49799242,55.04849391
2/23/06,38.4924,54.64,36.3444,60.0024,9.909698243,72.5585,25.8419,29.75841864,61.2971,32.87612637,32.18996495,50.2402,24.04033522,44.745407,46.7801,34.02588955,63.82788,3.9466E+11,5.016656326,49.08857055,55.18827377
2/24/06,38.2808,55.64,36.3823,59.9087,10.00657262,72.6301,25.8932,29.80581458,61.7902,32.91093878,32.24175509,50.3196,24.03993824,44.82059151,46.8751,34.09207972,63.79779,3.58532E+11,5.032165754,48.91415314,55.22450775
2/27/06,38.2869,55.22,36.5236,59.8083,10.1025255,72.5011,26.1358,29.80496888,61.9603,32.9038132,32.25017985,50.4664,24.03954127,44.81669701,47.2034,34.22007158,63.76769,2.81438E+11,5.022847079,48.96739635,55.38650019
2/28/06,38.1418,56.07,36.0766,60.1095,9.951728217,72.7734,25.4376,29.80412321,61.1355,32.95764057,31.83843055,49.9624,24.08552931,44.87488995,46.6332,34.41531516,63.8339,2.72092E+11,4.998059628,48.54328663,55.41723224
3/1/06,38.3715,56.1,36.4287,59.7399,10.03774999,72.6229,26.16,29.80327756,62.2579,32.8861759,32.03849655,50.4069,24.08513161,44.84632151,47.117,34.7817781,63.58422,2.74384E+11,4.989656397,48.97963623,55.43215796
3/2/06,38.3231,56.74,36.4161,59.3166,10.01898096,72.5728,26.1816,29.80243194,61.9943,32.80038516,32.01198071,50.3711,24.08473392,44.82347484,47.0742,34.79673094,63.28867,2.77667E+11,5.001677734,48.74401972,55.28926122
3/3/06,38.1056,56.28,36.3233,58.9673,10.00976168,72.5155,25.7341,29.8510631,61.6797,32.75913704,31.92932933,50.2878,24.08433624,44.77448304,47.022,35.47378662,63.16718,2.81346E+11,4.98348539,48.30950612,55.10949103
3/6/06,38.8188,55.23,35.9711,58.4434,9.884374074,72.0067,25.3298,29.85021615,61.195,32.6866316,31.68048838,49.9148,24.08393856,44.75690285,46.685,35.37519278,62.83476,2.51121E+11,4.935475615,48.40620071,54.76480899
3/7/06,38.3352,54.95,35.8341,58.4837,9.811141625,72.0067,24.4132,29.84936922,60.3022,32.68653969,31.5566,49.7085,24.08354089,44.71710889,46.4691,34.67813196,62.80454,2.66179E+11,4.888960837,47.87988841,54.41005978
3/8/06,38.5407,53.97,35.8446,58.4635,9.913468198,71.7273,24.5615,29.84852231,60.5148,32.69295973,31.5566,49.8513,24.08314322,44.67489506,46.5468,34.16316009,62.83476,2.62596E+11,4.89497087,47.9355796,54.32467858
3/9/06,38.8671,54.24,35.762,58.4837,9.851523524,71.6055,24.3054,29.84767543,59.9791,32.72803226,31.6593,49.5815,24.08274556,44.6748992,46.3567,34.27199835,62.82267,2.56611E+11,4.932594183,48.06838168,54.42207496
3/10/06,39.2298,53.83,36.0576,58.262,9.942700354,71.5195,24.831,29.88088573,60.9144,32.69329683,31.6593,49.9743,24.08234791,44.66304228,46.5727,33.75295068,62.98586,2.61954E+11,4.957189494,48.41660463,54.51305518
3/13/06,38.9638,54.31,36.1419,58.215,10.04411382,71.5553,24.8041,29.88003795,61.042,32.6671573,31.6874,50.0973,24.08195026,44.67332832,46.6678,34.27245124,62.90124,3.02129E+11,4.989437447,48.35234557,54.51860284
3/14/06,39.2539,54.87,36.5426,58.6113,10.18508548,71.9064,25.5993,29.8791902,61.7222,32.80746162,31.9392,50.6211,24.08155262,44.75712839,47.1688,34.4619532,63.31224,3.19622E+11,5.004484747,48.62651757,54.6691265
3/15/06,40.0215,55.12,36.7893,58.2888,10.19110934,71.7703,25.9039,29.87834246,62.2919,32.76022348,32.1359,50.8513,24.2610974,44.78176382,47.4107,35.15260025,63.21553,3.15809E+11,5.008923247,49.01819181,54.74246338
3/16/06,40.4507,55.34,36.92,58.8263,10.33919383,72.1644,25.6667,29.87749475,62.1473,32.88281454,32.2936,50.9624,24.26069692,44.90510374,47.4194,35.04314701,63.56609,3.29797E+11,5.041911885,49.37437054,54.96947239
3/17/06,40.8254,55.12,36.9903,58.6449,10.30340604,72.0855,25.8527,29.90821392,62.4024,32.84313018,32.2749,51.0021,24.26029644,44.92541935,47.4539,35.17780912,63.50565,3.02544E+11,5.029111607,49.30827552,54.94821713
3/20/06,40.1166,55.17,36.8656,58.7389,10.24945184,72.0425,26.0037,29.90736538,62.3684,32.88236916,32.219,50.8929,24.25989597,44.93612013,47.4531,35.24781534,63.57818,2.73562E+11,5.007399084,48.92272127,54.89650343
3/21/06,39.6363,54.83,36.5697,58.4299,10.20225574,71.6836,25.4645,29.90651686,61.4926,32.79085116,32.0882,50.606,24.25949551,44.96597794,47.1499,34.90619632,63.33641,2.77426E+11,4.978838692,48.31440226,54.66272669
3/22/06,39.7275,54.75,36.8149,58.5576,10.35676594,71.7918,25.753,29.90566837,62.4534,32.82826677,32.0324,50.9169,24.25909505,44.9890629,47.3751,35.33612056,63.32433,2.88329E+11,4.998281721,48.50228352,54.71979818
3/23/06,39.8369,54.7,36.8297,58.3695,10.34281927,71.7129,25.5077,29.9048199,62.7255,32.79170864,32.1163,50.9049,24.25869459,45.0280056,47.2971,35.14447166,63.28806,3.32638E+11,5.025005777,48.87743403,54.62274757
3/24/06,39.7761,55.71,36.872,58.8061,10.41118538,72.0633,25.7341,29.93801916,63.2528,32.88616686,32.2283,50.9726,24.25829415,45.0855768,47.3751,35.7429435,63.44521,3.31279E+11,5.048572454,49.00044421,54.76065528
3/27/06,39.3019,56.39,36.8508,58.5844,10.4059668,71.8275,25.8959,29.93716979,63.2613,32.87122768,32.1723,50.9367,24.25789371,45.1005886,47.3058,36.39981521,63.44521,3.02604E+11,5.045685918,48.66874512,54.67116399
3/28/06,39.7518,56.06,36.6711,58.0269,10.42308488,71.4765,25.4106,29.93632045,62.9289,32.76460383,32.1816,50.6331,24.25749328,45.13521145,47.1066,36.40670538,63.143,3.20384E+11,5.036916494,48.7795155,54.49763475
3/29/06,40.5178,57.07,37.0009,57.7447,10.63912088,71.3403,25.9093,29.93547113,64.105,32.7230974,32.3029,51.112,24.25709285,45.10784163,47.5483,36.35049978,63.08256,3.29735E+11,5.056614313,49.31439561,54.43746121
3/30/06,39.9159,58.6,36.8572,57.3349,10.69740381,71.1827,26.0441,29.93462183,63.9346,32.65528407,32.3869,50.9726,24.25669243,45.06900103,47.479,37.76477816,62.88915,3.33827E+11,5.05770928,48.85846241,54.40866075
3/31/06,40.0011,58.1,36.8424,57.3148,10.61304031,71.197,26.0037,29.9707974,64.1646,32.67264346,32.3869,51.0005,24.14871806,45.01107768,47.3231,37.93501835,62.7441,2.96752E+11,5.055088612,49.29236401,54.43344322
4/3/06,39.2892,58.47,36.8086,57.3339,10.64949455,71.0996,26.7585,29.96994713,63.6278,32.64676554,32.3589,50.9447,24.14831936,44.98486956,47.3838,37.92273151,62.79732,3.00931E+11,5.019843978,48.37254171,54.38472251
4/4/06,39.0101,58.33,37.0115,57.2732,10.70736258,71.0419,26.9202,29.96909687,63.9175,32.6711574,32.3682,51.2435,24.14792067,45.01180866,47.5397,38.12863302,62.85801,2.78603E+11,5.017114969,48.27095119,54.40996249
4/5/06,39.229,58.66,37.1658,57.3541,10.82212668,71.2868,27.2033,29.96824664,64.2499,32.74086981,32.4522,51.4348,24.14752198,45.05488315,47.7909,37.97056636,63.07044,2.79058E+11,5.047406741,48.62284607,54.37543994
4/6/06,39.0649,59.28,37.1785,56.9091,10.90749273,71.0851,27.0604,29.96739643,64.3862,32.68738284,32.3962,51.4105,24.1471233,45.05428305,47.8429,38.71463588,62.8398,2.67552E+11,5.077176477,48.56899086,54.18499092
4/7/06,38.4569,58.59,36.836,56.3427,10.71241176,70.7971,26.6372,29.9891556,63.3465,32.58857573,32.1537,50.8531,24.14672462,45.04477316,47.3664,38.72818278,62.59096,2.41171E+11,5.054628983,48.10999759,53.8944903
4/10/06,38.08,59.6,36.8149,56.4506,10.60657574,70.8475,26.5428,29.98830481,63.2783,32.58353533,32.1443,50.9208,24.14632595,45.05448595,47.3145,39.38973769,62.45137,2.55896E+11,5.062841351,47.92028034,53.85906169
4/11/06,37.9827,59.01,36.3774,56.6529,10.4459396,71.1356,26.311,29.98745405,62.1449,32.63188941,32.1443,50.4546,24.14592729,45.08762945,46.8207,39.65425335,62.63345,2.58526E+11,5.05317302,47.39213197,53.96215351
4/12/06,37.9827,59.43,36.4725,56.3022,10.3726599,70.8835,26.4673,29.98660331,62.8011,32.58283116,32.1443,50.5582,24.14552863,45.09755142,47.0199,39.65847908,62.43316,2.48593E+11,5.046087614,47.5096343,53.9427517
4/13/06,37.4659,59.5,36.5486,55.8976,10.40147165,70.437,26.5967,29.98575259,62.963,32.5009553,32.1443,50.5463,24.00604561,45.0656985,47.0373,39.30446856,62.31178,2.83535E+11,5.010246194,47.28686948,53.79880153
4/17/06,37.3565,61.09,36.4387,56.1067,10.37416578,70.8115,26.9202,30.01471228,63.0056,32.56806223,32.1443,50.4666,24.00564918,45.0879316,46.8553,39.30353274,62.29964,3.34703E+11,5.037371248,47.21343053,53.86480001
4/18/06,38.2988,61.85,37.132,56.2078,10.70305099,71.0491,27.8368,30.01386078,64.7868,32.66381916,32.2376,51.3471,24.00525275,45.09504702,47.5137,41.35984092,62.55455,3.9116E+11,5.073089644,48.6650739,54.18675468
4/19/06,38.7852,63.75,37.3053,55.8572,10.71250347,71.1212,28.012,30.01300931,65.264,32.62179371,32.3216,51.5025,24.00485632,45.11636673,47.635,42.50892556,62.51206,4.17529E+11,5.090703237,49.21096989,54.24953973
4/20/06,38.8277,60.96,37.2947,55.81,10.85593708,70.877,27.9096,30.01215786,64.9146,32.60138638,32.3216,51.5742,24.00445991,45.12621691,47.7996,42.54047184,62.48172,3.98735E+11,5.078898789,49.0212527,54.28668197
4/21/06,38.8338,63.2,37.2017,56.1404,10.68969027,71.1356,28.1333,30.03987154,64.7697,32.65833451,32.3309,51.5503,24.0040635,45.17650429,47.6436,39.97119343,62.6031,3.8889E+11,5.118487685,49.03838845,54.34259545
4/24/06,38.6271,61.65,37.1742,56.3697,10.74534165,71.0635,27.7559,30.03901935,64.2499,32.7085105,32.3309,51.3989,24.00366709,45.21984561,47.531,40.68607057,62.73056,3.27804E+11,5.12939254,48.89457058,54.42094214
4/25/06,38.3231,62.78,37.0664,55.6886,10.76670882,70.5306,27.365,30.03816717,64.2925,32.5946,32.0044,51.2316,24.0032707,45.18813484,47.2893,40.74815037,62.42709,2.85976E+11,5.133579917,48.730557,54.21793763
4/26/06,38.2016,63.65,37.1214,55.5942,10.90398576,70.4514,27.9176,30.03731502,64.2413,32.54189673,32.079,51.2435,24.0028743,45.2644045,47.4184,41.06658237,62.35426,2.64783E+11,5.12992434,48.75136469,54.19006432
4/27/06,38.4531,62.96,37.1298,55.6684,10.97394514,70.7683,27.4675,30.0364629,63.7045,32.6131693,31.9578,51.3949,24.00247792,45.26271302,47.479,40.90952332,62.46958,2.13855E+11,5.132246091,49.68832291,54.32861499
4/28/06,38.5967,65.09,37.1637,55.7088,11.04694276,71.0275,27.7424,30.06789731,64.3607,32.67272113,31.9111,51.4945,24.28762276,45.23927932,47.3231,41.22120519,62.61524,1.90272E+11,5.157886202,49.93373123,54.40695687
5/1/06,38.1164,65.16,36.9692,55.2822,10.85415875,70.7923,27.7343,30.06704433,63.5596,32.57730405,31.7899,51.2435,24.28722186,45.29741348,47.1759,41.22022373,62.29363,2.02451E+11,5.15526958,49.32296444,54.35298606
5/2/06,37.7152,66.55,37.189,55.4311,11.00999617,70.9515,28.2357,30.06619138,64.4374,32.59075588,31.8272,51.5503,24.28682096,45.29740459,47.3404,43.48837905,62.39117,2.07064E+11,5.179873563,49.46984226,54.37982103
5/3/06,37.7882,66.46,37.1045,55.3092,10.90016935,70.7488,28.2681,30.06533845,64.3266,32.53232345,31.7059,51.399,24.28642007,45.31955746,47.1152,44.53533962,62.39117,1.94159E+11,5.164547376,49.74340217,54.32974369
5/4/06,38.3414,67.48,37.282,55.2145,10.94546872,70.4738,28.5511,30.06448555,65.1191,32.53509691,31.7805,51.642,24.28601918,45.2900581,47.3318,43.61705117,62.36679,2.20598E+11,5.177630262,50.34437714,54.31400285
5/5/06,38.852,67.99,37.671,55.553,11.08107955,70.8791,29.0229,30.08697506,65.4856,32.61340042,32.079,52.0882,24.2856183,45.29225839,47.8082,44.24902288,62.43994,2.0803E+11,5.221867674,50.86762918,54.41019255
5/8/06,39.0284,67.56,37.7217,55.5868,11.06221314,70.8791,29.2386,30.08612156,65.5793,32.6034117,32.107,52.136,24.28521743,45.29789484,47.8429,43.80874643,62.51919,2.00812E+11,5.229087527,51.41964469,54.41573788
5/9/06,39.0101,69.68,37.7048,55.553,11.1388242,70.9877,29.2655,30.08526807,65.4856,32.6004551,32.0137,52.132,24.28481656,45.31194624,47.7909,44.67370959,62.54358,1.90326E+11,5.222277501,51.48573966,54.34574979
5/10/06,38.8642,70.38,37.6794,55.6545,11.18259075,71.1614,28.942,30.08441462,65.085,32.59880075,32.0044,52.0603,24.2844157,45.32732944,47.6956,45.54998854,62.58625,2.17068E+11,5.241083685,51.71095216,54.41469706
5/11/06,38.1225,71.03,37.1129,55.3769,10.88337453,71.1976,28.1872,30.08356118,63.6022,32.56328848,31.4634,51.379,24.28401485,45.32142943,47.0459,46.3921371,62.47652,1.93577E+11,5.210812141,50.95575597,54.19479394
5/12/06,37.624,71.12,36.6733,54.9098,10.37220061,70.9515,27.4324,30.10778494,62.0597,32.48740746,31.1275,50.6817,24.283614,45.2474057,46.5348,47.43781399,62.31802,1.63882E+11,5.153745184,50.38538075,53.77897853
5/15/06,38.159,67.41,36.6817,55.1332,10.42807718,70.9153,26.7585,30.10693086,61.7785,32.54435337,31.1835,50.7375,24.25725939,45.20953228,46.6215,43.97919165,62.37288,1.54844E+11,5.10906438,50.35906515,53.44511324
5/16/06,38.007,68.61,36.5042,55.553,10.55602626,71.1903,26.896,30.1060768,61.8807,32.6278642,31.1275,50.5742,24.25685897,45.18221336,46.4742,44.17447278,62.60454,1.62147E+11,5.167649639,50.79725048,53.79329216
5/17/06,37.2714,68.15,35.9209,55.2009,9.502230422,70.9515,25.9498,30.10522277,60.7388,32.55901558,30.7264,49.6379,24.25645855,45.13095011,45.8072,45.29658908,62.40336,1.52282E+11,5.090185042,50.22136733,53.40954427
5/18/06,36.9735,67.46,35.6926,55.9659,9.365931892,71.393,25.4376,30.10436875,60.1593,32.66466347,30.5679,49.4028,24.25605814,45.02022979,45.3741,44.22093268,62.80572,1.41968E+11,5.109915351,50.16016825,53.59064264
5/19/06,37.0647,65.58,35.9292,56.1148,9.220024271,71.3351,26.001,30.09184681,60.6961,32.65727927,30.6332,49.6857,24.25565774,45.0439252,45.6426,41.84035797,62.77523,1.41071E+11,5.116623035,50.08978932,53.61839942
5/22/06,36.9614,65.3,35.701,56.2367,8.663542063,71.4437,24.7448,30.09099317,60.0144,32.68140841,30.4932,49.3868,24.25525734,44.99017865,45.3134,41.40851458,62.81181,1.62742E+11,5.077532189,50.10631307,53.2992099
5/23/06,36.5443,66.38,35.4896,56.2028,8.743347633,71.3784,24.4671,30.09013956,59.2303,32.65292858,30.3347,48.9964,24.25485695,44.9488091,45.0102,42.85965801,62.76914,1.5945E+11,5.087489832,49.77094215,53.33635334
5/24/06,36.6027,64.06,35.591,56.2299,8.491739599,71.3496,24.2919,30.08928596,59.6905,32.68278726,30.3999,49.1677,24.25445656,44.93832521,45.2788,42.15455644,62.8362,1.35014E+11,5.049776162,49.64487204,53.04853068
5/25/06,37.314,64.7,35.98,56.0065,8.83321733,71.3423,25.354,30.08843239,60.9603,32.64831749,30.6611,49.857,24.25405618,44.95206468,45.7379,41.66488693,62.75085,1.31329E+11,5.100645151,50.87986953,53.35067925
5/26/06,37.776,65.1,36.2252,55.9659,9.077280703,71.5305,25.2758,30.08956461,61.3268,32.69223965,30.8104,50.1439,24.25365581,44.86025523,45.9978,41.85139518,62.75695,1.33898E+11,5.134798267,50.82050644,53.50269838
5/30/06,37.4538,65.11,35.591,55.9388,8.247629403,71.3423,24.1571,30.08871103,59.6224,32.65334263,30.3906,49.2235,24.25325545,44.87308428,45.2614,42.68047421,62.61673,1.31866E+11,5.214243157,50.39150103,53.24005887
5/31/06,37.5207,64.23,36.0476,55.6003,8.418670382,71.241,24.575,30.08785748,60.6706,32.60793491,30.3906,49.8132,24.16759332,44.86141084,45.6946,42.64640073,62.49481,1.4872E+11,5.267438537,50.59284597,53.23761195
6/1/06,38.232,62.56,36.4704,55.8533,8.774399277,71.295,25.0925,30.08700395,61.8637,32.63544938,30.941,50.4546,24.16719432,44.87753423,46.223,40.2177653,62.60546,1.53183E+11,5.272690715,51.44657292,53.45049447
6/2/06,38.6879,63.5,36.5126,56.5874,8.997741805,71.8482,25.3567,30.10799136,61.8211,32.83927803,30.857,50.5542,24.16679532,44.95086095,46.3009,40.67908642,63.00336,1.65646E+11,5.316082909,51.8468147,53.50982748
6/5/06,38.8824,63.29,35.9039,56.5126,8.470972123,71.6662,24.2515,30.10713727,60.0059,32.80793361,30.3626,49.6936,24.16639634,44.95587079,45.3567,41.34902584,62.80747,1.5363E+11,5.301605762,51.26542381,53.56160743
6/6/06,38.4022,62.55,35.6841,56.7845,8.275959005,71.5643,24.0682,30.10628321,59.7502,32.81956086,30.2319,49.4654,24.16599736,44.86740184,45.1835,40.16117668,62.94827,1.48057E+11,5.276674864,50.53287115,53.4509239
6/7/06,38.6818,62.28,35.4727,56.7981,8.060349018,71.3168,23.5236,30.10542917,59.1622,32.77936197,30.2134,49.1398,24.16559838,44.87896733,44.9149,39.27140511,62.77686,1.19457E+11,5.244516438,50.83886648,53.5530426
6/8/06,38.5967,60.91,35.4304,56.9136,7.805396992,71.3678,23.0923,30.10457515,59.2133,32.82901229,30.1667,49.092,24.16519941,44.8836628,44.7937,39.20694763,62.985,1.32407E+11,5.20829858,50.66567314,53.44282031
6/9/06,38.8581,60.45,35.4219,57.2195,7.726467545,71.6589,22.7823,30.13598167,58.6849,32.84089981,30.0735,48.9008,24.16480045,44.88629024,44.6637,39.01595182,63.05234,1.31251E+11,5.207626758,50.72564823,53.57994358
6/12/06,38.3779,60.03,34.847,57.267,7.451047891,71.6444,21.9089,30.13512681,57.3214,32.83481758,29.7097,48.2513,24.1644015,44.90419818,43.9188,38.22902772,62.88093,1.34285E+11,5.167097423,50.09346191,53.46560585
6/13/06,37.9705,55.92,34.4412,57.3078,6.828745053,71.6953,21.4075,30.13427196,56.222,32.8675394,29.4578,47.6696,24.16400255,44.87538826,43.5809,36.50330616,62.94827,1.30364E+11,5.078240353,49.47779922,53.26936086
6/14/06,37.6362,55.62,34.6103,56.7233,6.696253693,71.4187,22.041,30.13341715,56.9038,32.74244108,29.4951,47.9764,24.1636036,44.69977216,43.8754,35.04670709,62.6728,1.55505E+11,5.092946124,49.46372343,53.23167889
